,Title,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Release Year
676,The Girl with the Dragon Tattoo ,102515793,130101637,232617430,mystery,2011
676,The Girl with the Dragon Tattoo ,102515793,130101637,232617430,thriller,2011
677,The Mummy: Tomb of the Dragon Emperor ,102491776,300958054,403449830,action,2008
677,The Mummy: Tomb of the Dragon Emperor ,102491776,300958054,403449830,fantasy,2008
677,The Mummy: Tomb of the Dragon Emperor ,102491776,300958054,403449830,horror,2008
677,The Mummy: Tomb of the Dragon Emperor ,102491776,300958054,403449830,war,2008
678,The Conjuring 2 ,102470008,219318211,321788219,horror,2016
678,The Conjuring 2 ,102470008,219318211,321788219,mystery,2016
678,The Conjuring 2 ,102470008,219318211,321788219,thriller,2016
679,The Maze Runner ,102427862,245891999,348319861,action,2014
679,The Maze Runner ,102427862,245891999,348319861,mystery,2014
679,The Maze Runner ,102427862,245891999,348319861,scifi,2014
679,The Maze Runner ,102427862,245891999,348319861,thriller,2014
680,In the Line of Fire ,102314823,74682345,176997168,action,1993
680,In the Line of Fire ,102314823,74682345,176997168,crime,1993
680,In the Line of Fire ,102314823,74682345,176997168,drama,1993
680,In the Line of Fire ,102314823,74682345,176997168,thriller,1993
681,Annabelle: Creation ,102092201,204423683,306515884,horror,2017
681,Annabelle: Creation ,102092201,204423683,306515884,mystery,2017
681,Annabelle: Creation ,102092201,204423683,306515884,thriller,2017
682,The Equalizer 2 ,102084362,88315795,190400157,action,2018
682,The Equalizer 2 ,102084362,88315795,190400157,crime,2018
682,The Equalizer 2 ,102084362,88315795,190400157,thriller,2018
683,Bad Grandpa ,102003019,49823528,151826547,comedy,2013
684,Pacific Rim ,101802906,309200000,411002906,action,2013
684,Pacific Rim ,101802906,309200000,411002906,adventure,2013
684,Pacific Rim ,101802906,309200000,411002906,scifi,2013
685,Journey to the Center of the Earth ,101704370,142528318,244232688,action,2008
685,Journey to the Center of the Earth ,101704370,142528318,244232688,adventure,2008
685,Journey to the Center of the Earth ,101704370,142528318,244232688,family,2008
685,Journey to the Center of the Earth ,101704370,142528318,244232688,fantasy,2008
685,Journey to the Center of the Earth ,101704370,142528318,244232688,scifi,2008
686,Gone in 60 Seconds ,101648571,135553728,237202299,action,2000
686,Gone in 60 Seconds ,101648571,135553728,237202299,crime,2000
686,Gone in 60 Seconds ,101648571,135553728,237202299,thriller,2000
687,Maverick ,101631272,81400000,183031272,action,1994
687,Maverick ,101631272,81400000,183031272,adventure,1994
687,Maverick ,101631272,81400000,183031272,comedy,1994
687,Maverick ,101631272,81400000,183031272,thriller,1994
687,Maverick ,101631272,81400000,183031272,western,1994
688,Sleeping with the Enemy ,101599005,73400000,174999005,drama,1991
688,Sleeping with the Enemy ,101599005,73400000,174999005,thriller,1991
689,The Equalizer ,101530738,90800000,192330738,action,2014
689,The Equalizer ,101530738,90800000,192330738,crime,2014
689,The Equalizer ,101530738,90800000,192330738,thriller,2014
690,This Is the End ,101470202,24571120,126041322,comedy,2013
691,Eagle Eye ,101440743,77326640,178767383,action,2008
691,Eagle Eye ,101440743,77326640,178767383,mystery,2008
691,Eagle Eye ,101440743,77326640,178767383,thriller,2008
692,The Prince of Egypt ,101413188,117200000,218613188,adventure,1998
692,The Prince of Egypt ,101413188,117200000,218613188,animation,1998
692,The Prince of Egypt ,101413188,117200000,218613188,drama,1998
692,The Prince of Egypt ,101413188,117200000,218613188,family,1998
692,The Prince of Egypt ,101413188,117200000,218613188,fantasy,1998
692,The Prince of Egypt ,101413188,117200000,218613188,musical,1998
693,Scream 2 ,101363301,71000000,172363301,horror,1997
693,Scream 2 ,101363301,71000000,172363301,mystery,1997
694,Eraser ,101295562,141000000,242295562,action,1996
694,Eraser ,101295562,141000000,242295562,crime,1996
694,Eraser ,101295562,141000000,242295562,thriller,1996
695,Noah ,101200044,258000000,359200044,action,2014
695,Noah ,101200044,258000000,359200044,adventure,2014
695,Noah ,101200044,258000000,359200044,drama,2014
696,Unforgiven ,101157447,58000000,159157447,drama,1992
696,Unforgiven ,101157447,58000000,159157447,western,1992
697,The Cat in the Hat ,101149285,32811256,133960541,adventure,2003
697,The Cat in the Hat ,101149285,32811256,133960541,comedy,2003
697,The Cat in the Hat ,101149285,32811256,133960541,family,2003
697,The Cat in the Hat ,101149285,32811256,133960541,fantasy,2003
698,Con Air ,101117573,122894661,224012234,action,1997
698,Con Air ,101117573,122894661,224012234,crime,1997
698,Con Air ,101117573,122894661,224012234,thriller,1997
699,Sleepy Hollow ,101071502,105000000,206071502,fantasy,1999
699,Sleepy Hollow ,101071502,105000000,206071502,horror,1999
699,Sleepy Hollow ,101071502,105000000,206071502,mystery,1999
700,Rampage ,101028233,327000000,428028233,action,2018
700,Rampage ,101028233,327000000,428028233,adventure,2018
700,Rampage ,101028233,327000000,428028233,scifi,2018
701,Collateral ,101005703,119234222,220239925,action,2004
701,Collateral ,101005703,119234222,220239925,crime,2004
701,Collateral ,101005703,119234222,220239925,drama,2004
701,Collateral ,101005703,119234222,220239925,thriller,2004
702,Contact ,100920329,70200000,171120329,drama,1997
702,Contact ,100920329,70200000,171120329,mystery,1997
702,Contact ,100920329,70200000,171120329,scifi,1997
702,Contact ,100920329,70200000,171120329,thriller,1997
703,Charlie's Angels: Full Throttle ,100830111,158345677,259175788,action,2003
703,Charlie's Angels: Full Throttle ,100830111,158345677,259175788,adventure,2003
703,Charlie's Angels: Full Throttle ,100830111,158345677,259175788,comedy,2003
703,Charlie's Angels: Full Throttle ,100830111,158345677,259175788,crime,2003
704,The Pelican Brief ,100768056,94500000,195268056,crime,1993
704,The Pelican Brief ,100768056,94500000,195268056,drama,1993
704,The Pelican Brief ,100768056,94500000,195268056,mystery,1993
704,The Pelican Brief ,100768056,94500000,195268056,thriller,1993
705,The Addams Family ,100723831,103060014,203783845,animation,2019
705,The Addams Family ,100723831,103060014,203783845,comedy,2019
705,The Addams Family ,100723831,103060014,203783845,family,2019
705,The Addams Family ,100723831,103060014,203783845,fantasy,2019
705,The Addams Family ,100723831,103060014,203783845,horror,2019
706,Vanilla Sky ,100618344,102769997,203388341,fantasy,2001
706,Vanilla Sky ,100618344,102769997,203388341,mystery,2001
706,Vanilla Sky ,100618344,102769997,203388341,romance,2001
706,Vanilla Sky ,100618344,102769997,203388341,scifi,2001
706,Vanilla Sky ,100618344,102769997,203388341,thriller,2001
707,Godzilla vs. Kong ,100563133,367300000,467863133,action,2021
707,Godzilla vs. Kong ,100563133,367300000,467863133,scifi,2021
707,Godzilla vs. Kong ,100563133,367300000,467863133,thriller,2021
708,Arrival ,100546139,102842047,203388186,drama,2016
708,Arrival ,100546139,102842047,203388186,scifi,2016
709,Due Date ,100539043,111241781,211780824,comedy,2010
709,Due Date ,100539043,111241781,211780824,drama,2010
710,Jumanji ,100499940,162322000,262821940,adventure,1995
710,Jumanji ,100499940,162322000,262821940,comedy,1995
710,Jumanji ,100499940,162322000,262821940,family,1995
710,Jumanji ,100499940,162322000,262821940,fantasy,1995
711,The Rugrats Movie ,100494675,40400000,140894675,adventure,1998
711,The Rugrats Movie ,100494675,40400000,140894675,animation,1998
711,The Rugrats Movie ,100494675,40400000,140894675,comedy,1998
711,The Rugrats Movie ,100494675,40400000,140894675,drama,1998
711,The Rugrats Movie ,100494675,40400000,140894675,family,1998
711,The Rugrats Movie ,100494675,40400000,140894675,musical,1998
712,Million Dollar Baby ,100492203,116271443,216763646,drama,2004
712,Million Dollar Baby ,100492203,116271443,216763646,sport,2004
713,A Wrinkle in Time ,100478608,32197256,132675864,adventure,2018
713,A Wrinkle in Time ,100478608,32197256,132675864,family,2018
713,A Wrinkle in Time ,100478608,32197256,132675864,fantasy,2018
713,A Wrinkle in Time ,100478608,32197256,132675864,scifi,2018
714,Step Brothers ,100468793,27639418,128108211,comedy,2008
715,Evan Almighty ,100462298,73978426,174440724,comedy,2007
715,Evan Almighty ,100462298,73978426,174440724,family,2007
715,Evan Almighty ,100462298,73978426,174440724,fantasy,2007
716,Fifty Shades Freed ,100407760,271580078,371987838,drama,2018
716,Fifty Shades Freed ,100407760,271580078,371987838,romance,2018
716,Fifty Shades Freed ,100407760,271580078,371987838,thriller,2018
717,Casper ,100328194,187600000,287928194,comedy,1995
717,Casper ,100328194,187600000,287928194,family,1995
717,Casper ,100328194,187600000,287928194,fantasy,1995
718,Shakespeare in Love ,100317794,189000000,289317794,comedy,1998
718,Shakespeare in Love ,100317794,189000000,289317794,drama,1998
718,Shakespeare in Love ,100317794,189000000,289317794,history,1998
718,Shakespeare in Love ,100317794,189000000,289317794,romance,1998
719,Bad Teacher ,100292856,115904636,216197492,comedy,2011
719,Bad Teacher ,100292856,115904636,216197492,romance,2011
720,Yogi Bear ,100246011,103263363,203509374,adventure,2010
720,Yogi Bear ,100246011,103263363,203509374,animation,2010
720,Yogi Bear ,100246011,103263363,203509374,comedy,2010
720,Yogi Bear ,100246011,103263363,203509374,family,2010
721,Cowboys & Aliens ,100240551,74581774,174822325,action,2011
721,Cowboys & Aliens ,100240551,74581774,174822325,scifi,2011
721,Cowboys & Aliens ,100240551,74581774,174822325,thriller,2011
721,Cowboys & Aliens ,100240551,74581774,174822325,western,2011
722,Kingsman: The Golden Circle ,100234838,310667824,410902662,action,2017
722,Kingsman: The Golden Circle ,100234838,310667824,410902662,adventure,2017
722,Kingsman: The Golden Circle ,100234838,310667824,410902662,comedy,2017
722,Kingsman: The Golden Circle ,100234838,310667824,410902662,crime,2017
722,Kingsman: The Golden Circle ,100234838,310667824,410902662,thriller,2017
723,Edge of Tomorrow ,100206256,270335000,370541256,action,2014
723,Edge of Tomorrow ,100206256,270335000,370541256,adventure,2014
723,Edge of Tomorrow ,100206256,270335000,370541256,scifi,2014
724,The Hunchback of Notre Dame ,100138851,225200000,325338851,animation,1996
724,The Hunchback of Notre Dame ,100138851,225200000,325338851,drama,1996
724,The Hunchback of Notre Dame ,100138851,225200000,325338851,family,1996
724,The Hunchback of Notre Dame ,100138851,225200000,325338851,musical,1996
724,The Hunchback of Notre Dame ,100138851,225200000,325338851,romance,1996
725,Se7en ,100125643,227207916,327333559,crime,1995
725,Se7en ,100125643,227207916,327333559,drama,1995
725,Se7en ,100125643,227207916,327333559,mystery,1995
725,Se7en ,100125643,227207916,327333559,thriller,1995
726,You Don't Mess with the Zohan ,100018837,104294563,204313400,comedy,2008
727,Passengers ,100014699,203129453,303144152,drama,2016
727,Passengers ,100014699,203129453,303144152,romance,2016
727,Passengers ,100014699,203129453,303144152,scifi,2016
727,Passengers ,100014699,203129453,303144152,thriller,2016
728,Die Hard with a Vengeance ,100012499,266089167,366101666,action,1995
728,Die Hard with a Vengeance ,100012499,266089167,366101666,adventure,1995
728,Die Hard with a Vengeance ,100012499,266089167,366101666,thriller,1995
729,Christopher Robin ,99215042,98529335,197744377,adventure,2018
729,Christopher Robin ,99215042,98529335,197744377,animation,2018
729,Christopher Robin ,99215042,98529335,197744377,comedy,2018
729,Christopher Robin ,99215042,98529335,197744377,drama,2018
729,Christopher Robin ,99215042,98529335,197744377,family,2018
729,Christopher Robin ,99215042,98529335,197744377,fantasy,2018
730,Hercules ,99112101,153600000,252712101,adventure,1997
730,Hercules ,99112101,153600000,252712101,animation,1997
730,Hercules ,99112101,153600000,252712101,comedy,1997
730,Hercules ,99112101,153600000,252712101,family,1997
730,Hercules ,99112101,153600000,252712101,fantasy,1997
730,Hercules ,99112101,153600000,252712101,musical,1997
730,Hercules ,99112101,153600000,252712101,romance,1997
731,Olympus Has Fallen ,98925640,71344561,170270201,action,2013
731,Olympus Has Fallen ,98925640,71344561,170270201,thriller,2013
732,The Green Hornet ,98780042,129037206,227817248,action,2011
732,The Green Hornet ,98780042,129037206,227817248,comedy,2011
732,The Green Hornet ,98780042,129037206,227817248,crime,2011
733,Date Night ,98711404,53552476,152263880,comedy,2010
733,Date Night ,98711404,53552476,152263880,crime,2010
733,Date Night ,98711404,53552476,152263880,romance,2010
733,Date Night ,98711404,53552476,152263880,thriller,2010
734,Meet the Robinsons ,97822171,71510863,169333034,adventure,2007
734,Meet the Robinsons ,97822171,71510863,169333034,animation,2007
734,Meet the Robinsons ,97822171,71510863,169333034,comedy,2007
734,Meet the Robinsons ,97822171,71510863,169333034,drama,2007
734,Meet the Robinsons ,97822171,71510863,169333034,family,2007
734,Meet the Robinsons ,97822171,71510863,169333034,fantasy,2007
734,Meet the Robinsons ,97822171,71510863,169333034,scifi,2007
735,Yes Man ,97690976,125550661,223241637,comedy,2008
735,Yes Man ,97690976,125550661,223241637,romance,2008
736,Sausage Party ,97685686,43019636,140705322,adventure,2016
736,Sausage Party ,97685686,43019636,140705322,animation,2016
736,Sausage Party ,97685686,43019636,140705322,comedy,2016
736,Sausage Party ,97685686,43019636,140705322,fantasy,2016
737,Inspector Gadget ,97403112,37000000,134403112,action,1999
737,Inspector Gadget ,97403112,37000000,134403112,adventure,1999
737,Inspector Gadget ,97403112,37000000,134403112,comedy,1999
737,Inspector Gadget ,97403112,37000000,134403112,crime,1999
737,Inspector Gadget ,97403112,37000000,134403112,family,1999
737,Inspector Gadget ,97403112,37000000,134403112,scifi,1999
738,Public Enemies ,97104620,117000000,214104620,action,2009
738,Public Enemies ,97104620,117000000,214104620,biography,2009
738,Public Enemies ,97104620,117000000,214104620,crime,2009
738,Public Enemies ,97104620,117000000,214104620,drama,2009
738,Public Enemies ,97104620,117000000,214104620,history,2009
739,The Social Network ,96962694,127957681,224920375,biography,2010
739,The Social Network ,96962694,127957681,224920375,drama,2010
740,Schindler's List ,96898818,225262427,322161245,biography,1993
740,Schindler's List ,96898818,225262427,322161245,drama,1993
740,Schindler's List ,96898818,225262427,322161245,history,1993
741,Downton Abbey ,96854135,96941361,237860050,drama,2019
741,Downton Abbey ,96854135,96941361,237860050,romance,2019
742,The Others ,96522687,113424350,209947037,horror,2001
742,The Others ,96522687,113424350,209947037,mystery,2001
742,The Others ,96522687,113424350,209947037,thriller,2001
743,Legally Blonde ,96520674,45254005,141774679,comedy,2001
743,Legally Blonde ,96520674,45254005,141774679,romance,2001
744,Panic Room ,96397334,100682212,197079546,crime,2002
744,Panic Room ,96397334,100682212,197079546,drama,2002
744,Panic Room ,96397334,100682212,197079546,thriller,2002
745,Rocketman ,96368160,98952240,195320400,biography,2019
745,Rocketman ,96368160,98952240,195320400,drama,2019
745,Rocketman ,96368160,98952240,195320400,musical,2019
746,Zero Dark Thirty ,95720716,37100000,132820716,drama,2012
746,Zero Dark Thirty ,95720716,37100000,132820716,history,2012
746,Zero Dark Thirty ,95720716,37100000,132820716,thriller,2012
746,Zero Dark Thirty ,95720716,37100000,132820716,war,2012
747,Norbit ,95673607,64140883,159814490,comedy,2007
747,Norbit ,95673607,64140883,159814490,romance,2007
748,Cold Mountain ,95636509,77377000,173013509,adventure,2003
748,Cold Mountain ,95636509,77377000,173013509,drama,2003
748,Cold Mountain ,95636509,77377000,173013509,history,2003
748,Cold Mountain ,95636509,77377000,173013509,romance,2003
748,Cold Mountain ,95636509,77377000,173013509,war,2003
749,Sex and the City 2 ,95347692,195397363,290745055,comedy,2010
749,Sex and the City 2 ,95347692,195397363,290745055,drama,2010
749,Sex and the City 2 ,95347692,195397363,290745055,romance,2010
750,Michael ,95318203,24400000,119718203,comedy,1996
750,Michael ,95318203,24400000,119718203,drama,1996
750,Michael ,95318203,24400000,119718203,fantasy,1996
751,The Princess Diaries 2: Royal Engagement ,95170481,39564000,134734481,comedy,2004
751,The Princess Diaries 2: Royal Engagement ,95170481,39564000,134734481,family,2004
751,The Princess Diaries 2: Royal Engagement ,95170481,39564000,134734481,romance,2004
752,42 ,95020213,2450488,97470701,biography,2013
752,42 ,95020213,2450488,97470701,drama,2013
752,42 ,95020213,2450488,97470701,sport,2013
753,Unbreakable ,95011339,153106782,248118121,drama,2000
753,Unbreakable ,95011339,153106782,248118121,mystery,2000
753,Unbreakable ,95011339,153106782,248118121,scifi,2000
753,Unbreakable ,95011339,153106782,248118121,thriller,2000
754,The Book of Eli ,94835059,62272696,157107755,action,2010
754,The Book of Eli ,94835059,62272696,157107755,adventure,2010
754,The Book of Eli ,94835059,62272696,157107755,drama,2010
754,The Book of Eli ,94835059,62272696,157107755,thriller,2010
755,"10,000 BC ",94784201,175000000,269784201,action,2008
755,"10,000 BC ",94784201,175000000,269784201,adventure,2008
755,"10,000 BC ",94784201,175000000,269784201,drama,2008
755,"10,000 BC ",94784201,175000000,269784201,fantasy,2008
755,"10,000 BC ",94784201,175000000,269784201,history,2008
756,Beverly Hills Chihuahua ,94514402,54778086,149292488,adventure,2008
756,Beverly Hills Chihuahua ,94514402,54778086,149292488,comedy,2008
756,Beverly Hills Chihuahua ,94514402,54778086,149292488,drama,2008
756,Beverly Hills Chihuahua ,94514402,54778086,149292488,family,2008
756,Beverly Hills Chihuahua ,94514402,54778086,149292488,romance,2008
757,Saturday Night Fever ,94213184,142900000,237113184,drama,1977
757,Saturday Night Fever ,94213184,142900000,237113184,music,1977
758,Julie & Julia ,94125426,35415096,129540522,biography,2009
758,Julie & Julia ,94125426,35415096,129540522,drama,2009
758,Julie & Julia ,94125426,35415096,129540522,romance,2009
759,The Mask of Zorro ,94095523,156193000,250288523,action,1998
759,The Mask of Zorro ,94095523,156193000,250288523,adventure,1998
759,The Mask of Zorro ,94095523,156193000,250288523,comedy,1998
759,The Mask of Zorro ,94095523,156193000,250288523,romance,1998
759,The Mask of Zorro ,94095523,156193000,250288523,thriller,1998
759,The Mask of Zorro ,94095523,156193000,250288523,western,1998
760,Maid in Manhattan ,94011225,60895468,154906693,comedy,2002
760,Maid in Manhattan ,94011225,60895468,154906693,drama,2002
760,Maid in Manhattan ,94011225,60895468,154906693,romance,2002
761,He's Just Not That Into You ,93953653,84912505,178866158,comedy,2009
761,He's Just Not That Into You ,93953653,84912505,178866158,drama,2009
761,He's Just Not That Into You ,93953653,84912505,178866158,romance,2009
762,Master and Commander: The Far Side of the World ,93927920,117694615,211622535,action,2003
762,Master and Commander: The Far Side of the World ,93927920,117694615,211622535,adventure,2003
762,Master and Commander: The Far Side of the World ,93927920,117694615,211622535,drama,2003
762,Master and Commander: The Far Side of the World ,93927920,117694615,211622535,war,2003
763,Flight ,93772375,68000000,161772375,drama,2012
763,Flight ,93772375,68000000,161772375,thriller,2012
764,The Fighter ,93617009,35573860,129190869,action,2010
764,The Fighter ,93617009,35573860,129190869,biography,2010
764,The Fighter ,93617009,35573860,129190869,drama,2010
764,The Fighter ,93617009,35573860,129190869,sport,2010
765,America's Sweethearts ,93607673,44700000,138307673,comedy,2001
765,America's Sweethearts ,93607673,44700000,138307673,romance,2001
766,Lady and the Tramp ,93602326,331068,93933394,adventure,1955
766,Lady and the Tramp ,93602326,331068,93933394,animation,1955
766,Lady and the Tramp ,93602326,331068,93933394,comedy,1955
766,Lady and the Tramp ,93602326,331068,93933394,family,1955
766,Lady and the Tramp ,93602326,331068,93933394,musical,1955
766,Lady and the Tramp ,93602326,331068,93933394,romance,1955
767,The Bucket List ,93466502,81906000,175372502,adventure,2007
767,The Bucket List ,93466502,81906000,175372502,comedy,2007
767,The Bucket List ,93466502,81906000,175372502,drama,2007
768,Tomorrowland ,93436322,115599346,209035668,action,2015
768,Tomorrowland ,93436322,115599346,209035668,adventure,2015
768,Tomorrowland ,93436322,115599346,209035668,family,2015
768,Tomorrowland ,93436322,115599346,209035668,fantasy,2015
768,Tomorrowland ,93436322,115599346,209035668,mystery,2015
768,Tomorrowland ,93436322,115599346,209035668,scifi,2015
769,The Magnificent Seven ,93432655,68927981,162360636,action,2016
769,The Magnificent Seven ,93432655,68927981,162360636,adventure,2016
769,The Magnificent Seven ,93432655,68927981,162360636,western,2016
770,Cats & Dogs ,93385515,107301977,200687492,action,2001
770,Cats & Dogs ,93385515,107301977,200687492,comedy,2001
770,Cats & Dogs ,93385515,107301977,200687492,family,2001
770,Cats & Dogs ,93385515,107301977,200687492,fantasy,2001
771,Two Weeks Notice ,93354851,105688620,199043471,comedy,2002
771,Two Weeks Notice ,93354851,105688620,199043471,romance,2002
772,Red Dragon ,93149898,116046400,209196298,crime,2002
772,Red Dragon ,93149898,116046400,209196298,drama,2002
772,Red Dragon ,93149898,116046400,209196298,thriller,2002
773,Elysium ,93050117,193090583,286140700,action,2013
773,Elysium ,93050117,193090583,286140700,drama,2013
773,Elysium ,93050117,193090583,286140700,scifi,2013
774,Flubber ,92977226,85000000,177977226,comedy,1997
774,Flubber ,92977226,85000000,177977226,family,1997
774,Flubber ,92977226,85000000,177977226,scifi,1997
775,Encanto ,92661715,123560300,216222015,animation,2021
775,Encanto ,92661715,123560300,216222015,comedy,2021
775,Encanto ,92661715,123560300,216222015,drama,2021
775,Encanto ,92661715,123560300,216222015,family,2021
775,Encanto ,92661715,123560300,216222015,fantasy,2021
775,Encanto ,92661715,123560300,216222015,musical,2021
776,The Town ,92186262,61839874,154026136,crime,2010
776,The Town ,92186262,61839874,154026136,drama,2010
776,The Town ,92186262,61839874,154026136,thriller,2010
777,Non-Stop ,92168600,130641000,222809600,action,2014
777,Non-Stop ,92168600,130641000,222809600,mystery,2014
777,Non-Stop ,92168600,130641000,222809600,thriller,2014
778,The Client ,92115211,25500000,117615211,crime,1994
778,The Client ,92115211,25500000,117615211,drama,1994
778,The Client ,92115211,25500000,117615211,mystery,1994
778,The Client ,92115211,25500000,117615211,thriller,1994
779,Blade Runner 2049 ,92054159,167280389,259334548,action,2017
779,Blade Runner 2049 ,92054159,167280389,259334548,drama,2017
779,Blade Runner 2049 ,92054159,167280389,259334548,mystery,2017
779,Blade Runner 2049 ,92054159,167280389,259334548,scifi,2017
779,Blade Runner 2049 ,92054159,167280389,259334548,thriller,2017
780,John Wick: Chapter 2 ,92029184,79518618,171547802,action,2017
780,John Wick: Chapter 2 ,92029184,79518618,171547802,crime,2017
780,John Wick: Chapter 2 ,92029184,79518618,171547802,thriller,2017
781,Star Trek: First Contact ,92027888,54000000,146027888,action,1996
781,Star Trek: First Contact ,92027888,54000000,146027888,adventure,1996
781,Star Trek: First Contact ,92027888,54000000,146027888,drama,1996
781,Star Trek: First Contact ,92027888,54000000,146027888,scifi,1996
781,Star Trek: First Contact ,92027888,54000000,146027888,thriller,1996
782,Halloween Kills ,92002155,39645000,131647155,horror,2021
782,Halloween Kills ,92002155,39645000,131647155,thriller,2021
783,Think Like a Man ,91547205,4523302,96070507,comedy,2012
783,Think Like a Man ,91547205,4523302,96070507,romance,2012
784,Kindergarten Cop ,91457688,110500000,201957688,action,1990
784,Kindergarten Cop ,91457688,110500000,201957688,comedy,1990
784,Kindergarten Cop ,91457688,110500000,201957688,crime,1990
785,Heaven Is for Real ,91443253,10539459,101982712,biography,2014
785,Heaven Is for Real ,91443253,10539459,101982712,drama,2014
785,Heaven Is for Real ,91443253,10539459,101982712,family,2014
786,The Haunting ,91411151,85900000,177311151,fantasy,1999
786,The Haunting ,91411151,85900000,177311151,horror,1999
786,The Haunting ,91411151,85900000,177311151,mystery,1999
786,The Haunting ,91411151,85900000,177311151,thriller,1999
787,Crimson Tide ,91387195,66000000,157387195,action,1995
787,Crimson Tide ,91387195,66000000,157387195,drama,1995
787,Crimson Tide ,91387195,66000000,157387195,thriller,1995
787,Crimson Tide ,91387195,66000000,157387195,war,1995
788,Ride Along 2 ,91221830,33386608,124608438,action,2016
788,Ride Along 2 ,91221830,33386608,124608438,comedy,2016
788,Ride Along 2 ,91221830,33386608,124608438,crime,2016
789,Stepmom ,91137662,68573131,159710793,comedy,1998
789,Stepmom ,91137662,68573131,159710793,drama,1998
790,The Imitation Game ,91125683,142430025,233555708,biography,2014
790,The Imitation Game ,91125683,142430025,233555708,drama,2014
790,The Imitation Game ,91125683,142430025,233555708,thriller,2014
790,The Imitation Game ,91125683,142430025,233555708,war,2014
791,Save the Last Dance ,91057006,40649803,131706809,drama,2001
791,Save the Last Dance ,91057006,40649803,131706809,music,2001
791,Save the Last Dance ,91057006,40649803,131706809,romance,2001
792,The Scorpion King ,91047077,89583830,180630907,action,2002
792,The Scorpion King ,91047077,89583830,180630907,adventure,2002
792,The Scorpion King ,91047077,89583830,180630907,fantasy,2002
793,Prince of Persia: The Sands of Time ,90759676,245606000,336365676,action,2010
793,Prince of Persia: The Sands of Time ,90759676,245606000,336365676,adventure,2010
793,Prince of Persia: The Sands of Time ,90759676,245606000,336365676,fantasy,2010
794,Antz ,90757863,81000000,171757863,adventure,1998
794,Antz ,90757863,81000000,171757863,animation,1998
794,Antz ,90757863,81000000,171757863,comedy,1998
794,Antz ,90757863,81000000,171757863,family,1998
794,Antz ,90757863,81000000,171757863,fantasy,1998
795,Scary Movie 4 ,90710620,87552000,178262620,comedy,2006
796,The Game Plan ,90648202,57232341,147880543,comedy,2007
796,The Game Plan ,90648202,57232341,147880543,family,2007
796,The Game Plan ,90648202,57232341,147880543,sport,2007
797,"Me, Myself & Irene ",90570999,58700000,149270999,comedy,2000
798,High School Musical 3: Senior Year ,90559416,162349761,252909177,comedy,2008
798,High School Musical 3: Senior Year ,90559416,162349761,252909177,drama,2008
798,High School Musical 3: Senior Year ,90559416,162349761,252909177,family,2008
798,High School Musical 3: Senior Year ,90559416,162349761,252909177,music,2008
798,High School Musical 3: Senior Year ,90559416,162349761,252909177,musical,2008
798,High School Musical 3: Senior Year ,90559416,162349761,252909177,romance,2008
799,Madea Goes to Jail ,90508336,90508336,90508336,comedy,2009
799,Madea Goes to Jail ,90508336,90508336,90508336,crime,2009
799,Madea Goes to Jail ,90508336,90508336,90508336,drama,2009
800,Space Cowboys ,90464773,38419359,128884132,action,2000
800,Space Cowboys ,90464773,38419359,128884132,adventure,2000
800,Space Cowboys ,90464773,38419359,128884132,thriller,2000
801,Space Jam ,90418342,140000000,230418342,adventure,1996
801,Space Jam ,90418342,140000000,230418342,animation,1996
801,Space Jam ,90418342,140000000,230418342,comedy,1996
801,Space Jam ,90418342,140000000,230418342,family,1996
801,Space Jam ,90418342,140000000,230418342,fantasy,1996
801,Space Jam ,90418342,140000000,230418342,scifi,1996
801,Space Jam ,90418342,140000000,230418342,sport,1996
802,Get Hard ,90411453,21300000,111711453,comedy,2015
802,Get Hard ,90411453,21300000,111711453,crime,2015
803,RED ,90380162,108626225,199006387,action,2010
803,RED ,90380162,108626225,199006387,comedy,2010
803,RED ,90380162,108626225,199006387,crime,2010
803,RED ,90380162,108626225,199006387,thriller,2010
804,Planes ,90288712,148970000,239258712,adventure,2013
804,Planes ,90288712,148970000,239258712,animation,2013
804,Planes ,90288712,148970000,239258712,comedy,2013
804,Planes ,90288712,148970000,239258712,family,2013
804,Planes ,90288712,148970000,239258712,sport,2013
805,"Legally Blonde 2: Red, White & Blonde ",90186328,34728514,124914842,comedy,2003
806,Mystic River ,90135191,66460000,156595191,crime,2003
806,Mystic River ,90135191,66460000,156595191,drama,2003
806,Mystic River ,90135191,66460000,156595191,mystery,2003
806,Mystic River ,90135191,66460000,156595191,thriller,2003
807,Terminator Genisys ,89760956,350842581,440603537,action,2015
807,Terminator Genisys ,89760956,350842581,440603537,adventure,2015
807,Terminator Genisys ,89760956,350842581,440603537,scifi,2015
807,Terminator Genisys ,89760956,350842581,440603537,thriller,2015
808,Flightplan ,89707299,133680000,223387299,drama,2005
808,Flightplan ,89707299,133680000,223387299,mystery,2005
808,Flightplan ,89707299,133680000,223387299,thriller,2005
809,The Emperor's New Groove ,89636687,80025000,169661687,adventure,2000
809,The Emperor's New Groove ,89636687,80025000,169661687,animation,2000
809,The Emperor's New Groove ,89636687,80025000,169661687,comedy,2000
809,The Emperor's New Groove ,89636687,80025000,169661687,family,2000
809,The Emperor's New Groove ,89636687,80025000,169661687,fantasy,2000
810,The Lone Ranger ,89302115,171200000,260502115,action,2013
810,The Lone Ranger ,89302115,171200000,260502115,adventure,2013
